,0
792,"Разврат и Париж, черепичные крыши Красавчик Гастон аккуратно подстрижен В клетку пиджак, банк сорвал в баккаре Он удачлив в игре, гладкий ствол в кобуре На шее мсье синий шелковый шарф Все нотки он знал шансоньетки Пиаф Устрицы Бри, эксклюзив от Шабли Шамп Элизе, Нотр-Дам де Пари В изумрудах Картье, бокал с Курвуазье Три кубика льда, сладкий секс в голове Мулен Руж кабаре на бульваре Монмарт Он кидал вечерами взор на закаты Берег лазурный, золотистые камни Ритмы канкана, круглый стол в ресторане Любовные дали, «mon cher, mon ami» Загадочный гангстер прожигал дни.  Excusez du peu – сказочный вечер Excusez du peu – тайная встреча Excusez du peu – мадам Мими каприз Excusez du peu – Париж, Париж, Париж  Стоят на панели проститутки с Марселя Луна улыбнулась из большого бокала с Мартелем Франки хрустели, тонкий запах Шанель Картины Моне вдоль стен ночного борделя Голос хрипел знак полей Елисеевских Свечи горели интимно-золотым блеском Сердце болело, он гладил Мими колено Час рандеву Гастон ценил это время Гладкое тело, губы, голые плечи Это место для встреч женщин беспечных Ласковый вечер, сладкий, бурный вокруг полет Крикнул мсье «Гарсон, быстро счет» Страсти не ждут как в романах Дюма Мадам Мими влюблена, в чем виновата сама Мысли раскинуты, но сердце открыто Для Гастона с Тулузы – красавца-бандита  Excusez du peu – сказочный вечер Excusez du peu – тайная встреча Excusez du peu – мадам Мими каприз Excusez du peu – Париж, Париж, Париж  По-французски любовь улиц узких Мсье был не в курсе про высокие чувства В прошлом матрос, как боксер – неудачник Но вспыльчив и зол был этот красавчик Гастон-костолом, «Орлиный нос», мафиоза Классический персонаж с трактата Ломброзо Он не charmante , но женщине-вамп Приглянулся однажды этот уличный франт, Хорош как любовник, настоящий мужчина Он каждый раз ездил к ней на новой машине Прованские розы, колье, ожерелье, Презенты – выражал он так любви проявление Всегда при деньгах, а вокруг денег слухи Мол, в Палас де ля Каль были забиты три шлюхи Что причастна рука в этом Гастона-красавца Но женское сердце обмануть не удастся Допросы, арест, показанья свидетелей Судебный процесс делал разлуку все длительной Любовная лирика с французским прононсом Гангста-любовь навека остается."
793,"Мы едем, едем в городском креативе.Ночь накрывает, съедает все наши проблемы.Каменные стены, картины неопознанные.ШЕFF, приостановись, я посмотрю, где мы.Купер, типа, в карте ты что-то понимаешь?Даже в Питере ты, максимум, Петроградку знаешь.Много болтаешь, Al Solo, лучше выпей колы.Когда пьёшь газировку, выглядишь стебово.Много гона беспонтового прогона, разговора,Когда базаром мы базарим, замирают все персоны.Без облома во freestyl’е, давайте лучше выпьем рома.Кстати, сколько километров до ночного гастронома?Не задави того гондона. Мужик выпил много,Выбежал из-за угла, будто спёр золото.Откуда тут золото? Здесь в домах даже нет света.Ночью особенно круто выглядит гетто.Справой стороны McDonald’s, как НЛО.Где оно? Что «оно»? McDonald’s. Вот оно.Вот это да, хочу попить сладкое какао.Здесь такого нет, обойдёшься просто чаем.Когда мы отдыхаем, столица замирает.Проезжаем по районам, где по ходу считываем.Лирика на ритме, как котлета между булок.Al, возьми для меня с яблоками пирожок.Стоп, всё это мы зовём McAvto.А я пойду, схожу в алкогольную палатку.Иду прямо по травке, нарушая законы дороги.Мент пристебался. Нахрен тебе эти рогги?Вот тебе кассета, видишь моё табло?Покупаю ром и для Al’а колу заодно. Нам всё равно, мы своё кино гоним.Что хотим, говорим, с кем хотим, спорим.Когда заходим в тупик, производим стих,Провоцируя ментов на сердечный приступ. Мы едем, едем в городском позитиве.Перекидываем, будто карты, слова без темы.До первого припева отслушиваем рэп-демо.Купер, отодвинь сидение прижал колено.По курсу стоит стена Баскета граффити.Я помню: он рассказывал, что здесь попал под мента.А тёлка из окна в навороченном автомобилеПосылает поцелуи, чтобы мы её хотели.Рядом сидит кобель в пиджаке и галстуке.Засоряет ей мозги любовной математикой.Al, перестань икать. Видно кто-то вспоминает.Выпей газировку добрый Купер это точно знает.Лирика летает, в головах оседает.На колёсах тухлый ДПС за нами следуют.Мусора беседуют, а тот, что за баранкой,Косит исподлобья на мой «Додж Дюранго».Да, ладно, что-то косит он уж слишком странно.Стёкла запотели от куперского перегара.Помигали фарами, типа приостановитесь.Тачка без номеров объяснитесь.Выходит пухлый витязь. Пацаны, пристегнитесь.Ты б ещё сказал, Al, типа: пацаны, пригнитесь.Сидите и не гоните ШЕFF у микрофона.Пасите, как на дороге делается промо.Название альбома «Мастер слога ломанного».Разрешите подарить вам то, что звучит понтово. Нам всё равно, мы своё кино гоним.Что хотим, говорим, с кем хотим, спорим.Когда заходим в тупик, производим стих,Провоцируя ментов на сердечный приступ. Мы едем, едем в городском никотине.Тот, кто придумал «Беломор», человек-гений.Не надо столкновений, продавать себя измене.ШЕFF, приостановить, я пописаю на стены.Купер, не тупи, зайди вон за те кусты.Если часто ходят в туалет это простатит.Al Solo говорит: если записать хит,Если разобраться, что говорит голова болит.Он портит аппетит, поссать это не запрет.Только серый на посту никогда не дремлет.Эй, посмотри налево, смотри, какая дева.Притормози-ка, ШЕFF, вишь, как выгнула колено?Чё по чём, мы о чём, в очко, сколько в ночь, сколько в час?Может, мы не прочь заценить весь staff.Так вот за поворот как вам оборот?При свете формы крупно собрали хоровод.Кто мама? Сегодня у нас программа -Куперу заправить его газовый баллончик надо.Пончик, меж грудей кулончик, хочешь ли ты,Ты скажи, мой прокомпостировать талончик?Ну, что, садись домой поехали, принцесса.Откуда родом? Шо говоришь? По говору Одесса.А-а-а, на хвосте мигалка, походу мамкаУже спалила наш безномерной «Дюранго».Придётся приготовить бумагу для МВД.А ты предоставь нам бумагу из КВД.Что? ни «мэ», ни «бэ», а только «му» и «му»?Походу, что ни у кого из нас документов нету.Пошли они на хер со своими документами.Чтобы оторваться хватит литра? Не-е-е. Поехали. Нам всё равно, мы своё кино гоним.Что хотим, говорим, с кем хотим, спорим.Когда заходим в тупик, производим стих,Провоцируя ментов на сердечный приступ."
794,"Город устал, ночь зализывала раны. Работу начинали клубы и рестораны. Ворованная тачка с перебитыми номерами. Мы ехали на отдых, а куда не знали сами. Парковка, man в униформе дал стоп. Знакомая играла музыка в стиле хип-хоп. Подошёл быдлан, спросил: «А сколько времени?» «Да пошел ты». Он сразу понял, в чём дело. Дым стоял столбом, мы хапанули марьяны. Оружие сдали запаренной охране. Грубый голос security: «Пройдите туда». А мы не любим, когда повышают тона. Бум-бэнг и нет быдлана Ла-ла-ла, ла-ла. Размеренными шагами мы попали внутрь. Какой-то игровой пытался нас в карты путать. Народ клубился, ди-джей сбился, Но, поставив Bad B., тем самым извинился. Под ритмичными битами мы тасовали тузы. Атмосфера напоминала первый день весны. Вокруг любовь и красивые прикиды Заставляли поверить в то, что это джунгли пели. Мы заказали Badweizer и две «Короны». Пиво попивали и сидели за столом скромно. Подошёл быдлан и сказал: «Стол занят», А мы не любим, когда разговор прерывают. Бум-бэнг и нет быдлана Ла-ла-ла, ла-ла. Клуб кружило под клубами дыма. Свет, стробоскоп, фигура застыла. Упругая сила ритмом била. Музыка толпу уносила. Спокойными фразами мы, мы обменялись. Никогда тому не быть, чтобы над нами насмеялся Кто-то. Славная девица принесла текилы. По традиции глотнули и лимоном закусили. Новая мелодия нас к себе прибила. Мы не в силах усидеть, сильно хорошо было. Dance, dance. Мы не знали сколько времени. Когда вышли потрещать на воздух, уже светлело. Мы круто релакснули и решили слиться. За нами увязались три модные чиксы. «Возьмите нас с собою». Просила блядь. Идите по домам, домам, мы едем спать. Город просыпался, тачку дождь умывал. И не заметили, что за углом нас мент поджидал. Серая собака лаяла на документы. А мы не любим, когда у нас нет аргументов. Бум-бэнг и нет быдлана Ла-ла-ла, ла-ла."
795,"Сижу, как мудак, сука, нет в карманах бабок.А, плюну на всё и пойду грабить банк.Я тяжёлый танк, прикрой мой правый фланг.Слева атакуют, White Hot Ice, спаси, чувак.ШЕFF, это так, я тоже с тобою в деле.Когда-то в середине девяностых мы вместе пели.В модный календарь впирали, втыкает труппа.Я признаюсь, пацаны, без лавэ хреново.Вашы крышы унесём, пом-пом, вдвоём поём, мы идём.За нами сила улиц, мы прём.Нелюдь гнать, вопросы насрать, к чёрту,А чертей надо гнать.Аптекарь, пекарь, а это чё за лекарь?Кого ты лечишь, мучишь, Вася, а, ты заметил?Эй, слышишь, ты откуда такой красавец?Чё уставился? Чё там у тебя, показывай. О, баксы.А-а, больше я не буду, я не буду больше,Клянусь мамой, про дело я забуду.Всё нормально, а? Баксы вот те на.Ну, вдогонку пошла. Бам-бам, нам приказ дан.Делаю план, уличный план.Оформлен в хлам, уличный хлам.Всех перережу, продам. Yo, папиросы не будет?Двигай сюда, культяпками, эрудит, эрудит.Ты, поправил вежливо меня ты.Вам-вам-вам, его мутит.Эй, пацаны, конопли не хотите?Хороший конопля, да.Караганда, давай сюда, иди сюда.ШЕFF, не держи меня,Ты справа заходи, я слева, их там толпа.Это всё фигня, бабки за той стеной,Я буду думать план, не мешай.ШЕFF, смотри туда в авто загружают бабки два мужика.Без кипежа, всё в порядке, быстро одеваем маски.Твой здоровяк, а мой, что бабе строит глазки.Хук с правой, хук с левой.Новый сюжет разъярённые гориллы,По три порции текилы и по стволу «ТТ». Бам-бам, нам приказ дан.Делаю план, уличный план.Оформлен в хлам, уличный хлам.Всех перережу, продам. Сегодня всё в порядке -На кармане есть бабки."
796,"Возьми свою голову в руки я наставляю тебе.Приди в себя и выслушай меня внимательно.Вокруг всё бесконечно, но ты живёшь не вечно.Ты мелкая овечка в огромной стае среди волков.Тебя создал один отец бог, мать природа.Ты несёшь в себе одно лишь только «я» свобода.Отнюдь, совсем не модно являться собственностью грехов.Терпишь унижения, насмешки в стране дураков.Ты выбери свой путь, не надо питаться вправо, влево.Ты тот, кто ты есть, расслабь свой ум до предела.Замести святые книги, Библию, Корана суры.Они тебе покажут в сущности тебя внутри.Огромная Вселенная, где нет начала и конца.Удостоверишься в один момент: моё молчание золото.Я иду по закону, да у высшего внимания.Разум это мой меч, щит есть моё понимание. Горизонт мечты скрывает истину истока.Недра земли таят могущество востока.Мастер сознания покажет силу духа.Поднимайся понемногу, найди свою дорогу. Ты личность, *** пластилин, сделай всё сам.Выбери свой путь, докажи своим врагам,Что ты номер «один», что ты способен подняться выше.Поставь на карту всё, выбери свой путь, тебя услышат.Я видел в этой жизни много всего.Мой путь по жизни *** без него.Я видел в этой жизни много всего.Много всего, всего.Настрой свой разум, как гитарист гитару.Выбери правильный путь и с уверенностью поднимайся в гору.От начала до конца нужно бороться в этой жизни,Чтоб внутренний путь уступил место *** святыне. Держи в руках контроль, будь хозяином положения.Удел слабых: ныть, слёзы, плыть по течению.Не обязательно стремиться стать героем, будь собой.Если движет честолюбие, покоряй Трою.Ты человек и, значит, ты кому-то нужен.Успех возможен, найди себя, не прозевай зря.Глаза, чтобы видеть, руки трогать, слух, обоняние.Гармония души и тела вот настоящие слияние. Горизонт мечты скрывает истину истока.Недра земли таят могущество востока.Мастер сознания покажет силу духа.Поднимайся понемногу, найди свою дорогу. Путь к процветанию лежит на родине Гомера.Маленький огонёк подарит мой мир.Богиня, Венера, любовь во плоти пантеры.Легко отличить манеру от веры.Явление бытия, давление, болят глаза.В миллиарде звёзд человек найдёт себя.Океан тепла согревает маленькое «я».Скрытое сознание получит один из ста.Я знаю, точно: дух живёт вечно.Тому, кто в себя верит, сложно перечить.Истина ***, поверь мне, сестра и брат.Эти слова звучат из внутреннего круга.Против недуга, в защиту своего.Я над *** слава всегда блестела.Сознание пело: «Выбери свою ноту,Не подражай другим, найди свою дорогу». Горизонт мечты скрывает истину истока.Недра земли таят могущество востока.Мастер сознания покажет силу духа.Поднимайся понемногу, найди свою дорогу."
797,"В каждом деле, слове несколько сторон.Микрофон обрушил в уши, глушит мёртвый фон.Мы ворвались в эфир, эфир бомбим словами,Словом обрывали тишину, тугими голосами.Сами, сами те, кто закрывает плотно рты,Не с нами, их раздавит Bad B.Вы имеете уши, а мы в них давим.Эта проповедь для тех, кто следит глазами.Встали к нам спиной, наплевать, хуй с вами.Мы разрушили эфир своими кулаками. Мы подняли микрофоны наружу, как оружие.Крысы замолчали, прижали свои уши.Когда говорили: «Нет», мы кричали.Вы в тени, вас не видно, мы призывали:«Выйдите на свет». Ответа нет.Мы не прицел, мы не мишень, «Плохой Баланс» проект. Нам и вам, нам и вам, нам и вам.Нам и вам, нам и вам, нам и вам.Нам и вам, нам и вам.Послание из Питера всем городам. Этот рэп ни о чём, обо всём, о том, об этом.Как мы живём, читаем, играем с огнём, дышим.Рэп для тех, кто слышит.«Плохой баланс» словами подавляет мышцы.Мышцы ног и пресса, мышцы рук.А руки поднимаются, качая мощный звук.Пока паук ползёт, LA плетёт сеть.Выстраивай, дублируй, мы можем не успеть.Перепонки дрожат от эфирной брани.Не сбивайтесь с ритма, ритма дыхания.Сила во власти, а власть в незнании.Мы срываем знак запрета на чёрное молчание.А те, кто против нас, в бегах или в отчаянии.Мы лицом к лицу на сцене, как на брани.Со своими друзьями, со своими врагами.Мы предъявим счёт за ложь, рассчитайтесь с долгами. Нам и вам, нам и вам, нам и вам.Нам и вам, нам и вам, нам и вам.Нам и вам, нам и вам.Послание из Питера всем городам. Время говорить или время молчать?Нас хотят подавить, сдавить, пытаются гнать.Микрофон, фон, фонит под давлением.Мы начали дело, отбросив сомнения.Вы подняли свои лица или смотрите вслед?Из тысячи цветов мы выбираем цвет солнца.Кто-то жмётся к стене под давлением шока.Кто-то заявил, что болтовня сегодня жестока.Требует от нас обещаний на молчание и сроков,Но мы не видим в этом толка.Крысы паникуют, ждут гарантий тишины.Мы выступаем против них, мы в состоянии войны.Мы. Bad B. Мы это мы.Если нас не понял, так ползи позади.Вначале было слово, потом была суть.Но суть всегда можно обмануть.Мы обращаемся знаками, словами, кулаками.Оставайтесь самими собой, но будьте с нами. Нам и вам, нам и вам, нам и вам.Нам и вам, нам и вам, нам и вам.Нам и вам, нам и вам.Послание из Питера всем городам."
798,"Настоящий олд скул, дух 80-х Первая страница  отечественных бриллиантов Мода – слуга, хип-хоп – повелитель Bad Balance – это книга и твой путеводитель Великая страна с огромным потенциалом Что такое хип-хоп тогда еще не знала От накала – плавились закрытые границы Брейк–данс к нам с интуристами просочился Открылся занавес, сломались замки Выбросили Ромику, переобулись в Найки Шарп три семерки, коробки из под TV Арбат стал главной точкой страны Все стекалось сюда и разносилось по городам В мире, который не познал еще реклам Высокий тапок, капюшон и словарь в кармане Главный атрибут би-боя 80-х Солнце светило, планета вращалась Информация, как самогон бродила и перегонялась Сочные биты задавали темп битвам Виртуозные движения под ломаные ритмы Шагая по годам, улицы нас обучали По велению 80-х время обгоняли Кто следовал за нами, однажды открывал глаза Прозревал и видел, что не видела страна Первая волна фестивалей – Прибалтика Брейк-данс, принимали нас – Рига и Паланга Фриз, флэш – улыбки на фото Мы сотни километров добирались автостопом Жили в городках, одна палатка на десяток Углами кинг-тата опустошали супермаркеты Бились, бились оргалиты протирая Три дня, три ночи у костра не засыпая Волны качали, стучали о хип-хоп скалы Мы дружили с техникой, скоростью и стайлом Тайно проникали агенты КГБ в тусу Мы их вычисляли и летели они по курсу Звездное небо и картон под ногами Страну опускали сладким Ласковым Маем Крутили ночами мы гелики и татлы Союз и Восток взлетали быстрее Шатлов Первые травмы, больницы после татами Власти нас гнали, мы бежали дворами Искусно бомбили, эксклюзив поднимали На фестивалях шмотки друг другу сливали Русский хип-хоп ни на что не похожий Резал систему нож мертвую кожу Бил в лицо дождь, мы путь продолжали Звезды олд-скула брейк-данс обнимали Деньги меняли, фунты-стерлинги, баксы Гостишки, за право прописки – таксы Эл Эл Бин, Брукс, убитый Нью Бэланс Так в Питере однажды появился Бэд Бэланс"
799,"У обменника валюты стояло два катала.Два родных брата, два мастера кидала.Охрана подмерзала, глаза на всё закрывала.Действие происходило у казанского вокзала.Холодная погода, очередь аж до перрона.Один пацанчик мечтал купить билет до дома.Последние сто баксов в кармане слаксов.Он был fan’ом музыки «Bad B. Альянса».С каждой минутой градус опускала ртуть.Его поезд через пять минут отправлялся в путь.Два брата видят суть, кого кидануть,Бомбануть, лоха подставить, баксовку ломануть. На раз, два отвечай за слова.На три, четыре оставайся с нами в деле. У худенького парня времени было мало.Обдумать ситуацию минута не позволяла.Из кармана он достал помятую купюру,Первый катала протянул парню руку.Второй брат играл с перевязанными рублями.Всё делали, как кассиры, перед глазами.Наглядное пособие для тех, кто когда-нибудьЗахочет у пункта обменного рискнуть.Сотню кидала смял в три раза,Пачку рублей передал второй brother.Сложенные баксы держал большим пальцем,Как бы напрягая эту ситуацию.Парень почувствовал галимый кидняк,Выхватил купюру, сжал в кулак.Встал в боевую позу в центре потасовки.Два брата уходили быстро на своей «восьмёрке». На раз, два отвечай за слова.На три, четыре оставайся с нами в деле. Охрана вне очереди пропустила парня.Купюра на ладони лежала как-то очень странно.Он развернул бумагу вместо сотни единица,Прямо на глазах парняга в тигра превратился.По правилам закона партнёры виновны оба.Продавец и покупатель могут получить до года.Худенький на вид, но сильный внутри типРешил за это дело всю бригаду перебить.На следующий день их «восьмёрка» подъезжала.В салоне сидело четыре довольных жала.Он достал волыну и хладнокровно пристрелилЭтих двух мудил, и тех сук, кто с ними был.Сцена разыгралась в течение минуты,Но молва об этом парне в головы легла на годы.Все авторитеты парня стали уважатьИ никто не пытался его кидать. На раз, два отвечай за слова.На три, четыре оставайся с нами в деле."
800,"На сто процентов одеты мы с иголки.Открытый белый кабрио, сделанный из «Волги».Слева девчонки, справа пацаны пьют пиво.Новое место годится для прилива.Анапа открыта для граффити и рэпа.Здесь мы отдыхаем и снимаем наши клипы.Плевать нам на Карибы, когда русские землиОткрыты для таких, как мы, пацанов России.Но все кто в стиле, Беларусь и Украина,Если вы в Анапе не были в июле вы не жили.Вспомните: Мелекино, Азов мы приоткрыли,Люди туда ломанулись плюнуть теперь негде.Краснодарский край новая остановка.Греки были первыми, потом вроде бы жили турки.Они не тужили, пока мы не накатили водки.Теперь Анапа наша хип-хоп чаша. Отдыхаем на Чёрном море.Отдыхаем от камня и бетона.Отдыхай, ничего не напрягай.Отдыхаем, отвисаем. Который день переполох вдоль побережья.Местным жителям не снилось такое прежде.Гостиницы, пансионаты, частный сектор даже -Всё захватили мы вдоль набережной пляжа.Продажи местного вина, папирос, резиныПревысили все допустимые нормы магазинов.Добровольные пленницы стекаются под вечерНачинается общение случайной встречи.Давай с тобой прокатимся,Тебе со мной понравится.Объедем лучшие места, я обещаю.Обойдём все кабаки, я угощаю.Точно! Дача, тачка кач, короче.Круче у тебя не будет ночи. Отдыхаем на Чёрном море.Отдыхаем от камня и бетона.Отдыхай, ничего не напрягай.Отдыхаем, отвисаем. Мы едем по центральной набережной, море слева.Девчонки, будто чайки, пролетают, красотки мимо.Армянские палатки-ресторанчики, красиво.Хачапури с сыром и много оборотов пива.Будто для залива, зарево хип-хоп прилива.Почитали, покупались, покурили, снова пиво.Фото с крокодилом предлагают чёрные зулусы.Повышаем градус, пропускаем по полтосу.Отдаём себя во власть Анапы южного прононса.А тот, кто в закосе лево, просто щёлкнем им по носу.Мы рэп-философы, бьём по ритмам посохом.Курорты открываем под маркой гос-знака.Дела идут во благо, если были любовь и рагга.Закидываем туда читку, получаем брагу.Дайте нам бумагу, мы рисуем Арт-Анапу.Если кто не знает, где это смотри на карту. Отдыхаем на Чёрном море.Отдыхаем от камня и бетона.Отдыхай, ничего не напрягай.Отдыхаем, отвисаем. Открыта зона-территория на Чёрном море.Ветер пацанов на юга, будто волны, гонит.Эти истории на годы лягут в каждом доме.Лето наступает это время нового приёма.Открыта территория на Чёрном море.Ветер пацанов на юга, будто волны, гонит.Эти истории на годы лягут в каждом доме.Лето наступает это время нового приёма."
801," Налётчики группа Bad Balance, удачно провели... Yo, yo. Паси сюда. Мастерская рэп-музыки сегодня.  Hi, я Айсберг из «КТЛ-ДиЛЛ». Специально для Bad B. Так уж получилось, что нас не посадили.""...Менты, как всегда, когда не надо.Где вы были час назад, вы, уродливые гады?.."" Я Тур из группы DMJ, и заявляю, что когда вы будете слушать группу Bad B. это отлично.""...Не забывай - мы нашу дружбу сохраним на века.Запомни: D.M.J..."" Меня зовут Дельфин. Я ненавижу музыку чёрных и их самих.""...И думай о том, сколько в чёрные реки белой крови ушло.Сексуальный контроль - мы нуждаемся в этом давно.Секс-контроль..."" Сегодня работниками милиции был взят ещё один преступник, совершивший ограбление с убийством. Переходим к следующим сообщениям. Несколько минут назад поступила сводка сообщений с российской биржи. По неизвестным причинам курс доллара стал резко падать. Акционерное общество...  Те, которые срут то, на чём делают деньги, не имеют права голоса. Им вырвут язык и их душа не найдёт себе покоя.  T-Jam. Миста Малой. Я бледный, и это мой имидж. Имидж крепи делами сво-ими-дж.""...Папирос. Ганджубас.Ганджубас бьёт по головной мозг.Иммуни-нитет дефицит-цит.Дефицит бьёт по половой систем. Буду погибать молодым. Буду погибать.Буду погибать. Буду погибать, буду, буду...""Ты купаешься в золоте, блуждая, как бродяга.Как дикая собака, опасаясь, зверей всех мастей.Они вокруг сидят, ждут, как шакалы.Рыщут, где бы попитаться толстой, жирной тварью.Тебя деньги научили верить, что ты выше всех.Проворчать тебе на ухо, разгони больших друзей своих.Перед тобою новый мир, открой ворота,Но осторожно, кто-то говорит: «Здесь каждому своё».Молодая кровь кипит и тебя учить не надо.У слабых денег нет - это всё большой остаток.С ними нечего делить, о них не стоит говорить.И это ненависть к тебе только может породить.Мир свой изменяй сам,Но оставайся, как и был, внутри себя не предавай.Стая диких собак, в их системе ты раб.Насосы, и на твоём лице страх.Ты привык всех покупать, но найди в себе слад.Так пусть получит отсос большой любой насос. Не прав, ты не прав, ты нет-нет не прав.Не прав. Говорю тебе, не прав.Не прав, ты не прав, ты нет-нет не прав.Не прав. Ты по жизни не прав. Высокий интеллект. Улыбка. Новый наряд.В строй выстроены спины, как один, стоят в ряд.Работают люди, а работа - это труд.Насос, как комар, летит в свой пруд.Но как не знал и как не понял сразу всё толстый парень,Что достаток без души - это открытая язва.Помни: лучше голодать, чем, что попало есть,И лучше будь один, чем вместе с кем попало.Это старый закон, соблюдай это правило.По жизни ты прав, но не совсем ещё поздно.Оглянись, и ты увидишь как простоДобиться уважения к себе простых людей.Да, деньги - это власть, да, деньги - это сила,Но остаться, как упырь, и дикая стая взвыла.Так пусть получит отсос большой любой насос. Не прав, ты не прав, ты нет-нет не прав.Не прав. Говорю тебе, не прав.Не прав, ты не прав, ты нет-нет не прав.Не прав. Ты по жизни не прав. Так пусть получит отсос большой любой насос.  Большой город это каменный лес со своими законами, и каждый, кто рвёт жопу за кусок получше, ничего не давая взамен, обязательно порвёт её. Мы говорим о тех, кто внутри нас. «Плохой баланс» специально благодарит каждого, кто учит нас жить. Спасибо быкам, ментам, контролёрам, гаишникам, насосам, быдланам, бомжам, бизнесменам, барыгам, гопникам, маньякам, гопсам, политикам и всей серой массе, в которой мы варимся.  Сегодня для вас работали: ШЕFF, Михей, ди-джей LA."
802,"Колумбия, небо в красках ультрафиолета Зеркала, облака над кабриолетом Тайные агенты, тропы топчут караваны Белого товара лейбла Пабло Эскабара Звезды, гонорары выше золотой пробы Кокаин это слава, деньги свобода Семидесятые годы, диско, клеша Белый как снег порошок на столах Чегевары флаг в руках наркомафиозы У сеньора Эскабара деньги как воздух Америке угроза из страны где лето Это тёртая джинса, за поясом берета Золотым браслетом сверкает он на свалке Денег нет в банке Колумбия, эмбарго На почтовой марке Джимми Хандекс и гитара Даже дети продают товары Эскабара Три девятки пакет с кокаином Горные массивы трассы серпантином Звезды под снегом, Мастера картина Пабло Эскабар держит крышу мира Три девятки пакет с кокаином Горные массивы трассы серпантином Звезды под снегом, Мастера картина Эскабар в руках держит крышу мира Точкой на радаре пролетает Цесна Куда летит товар спецслужбам неизвестно Условное место Америку сплетает Миллионы Эскабара никто не сосчитает Летает над заливом Колумбийским транзитом Контрабандным грузом очистка элитная Мёртвых президентов связывает лента Эскабар считает их на долларах и центах От продаж проценты Круг его клиентов Актеры, музыканты, драг дилеры из гетто Модели плэйбоя, из техаса ковбои Переплывают море в погоне за мечтою Коко – монополия Лас Вегас, Элей, Майами Звезды зажигают продюсеры деньгами Где проснулись королями поставщики товара Причина их богатства в улыбке Эскабара Три девятки пакет с кокаином Горные массивы трассы серпантином Звезды под снегом, Мастера картина Пабло Эскабар держит крышу мира Три девятки пакет с кокаином Горные массивы трассы серпантином Звезды под снегом, Мастера картина Эскабар в руках держит крышу мира Картины Да Винчи, скульптуры античные Эскабар скупил, пол мира за наличные Догорают свечи у Кадиллака золотого Number one преступник в списке Интерпола Пабло вне закона, возмездие ему кричит Использован лимит, время платить кредит ФБР следит за каждым его шагом За голову барона объявлена награда Курс кокаина падал в стране переворот Войну на наркомафию правительство идет Пожары на плантациях, арестов акций Задействован спецназ, агентов служб миграций Успехом операции задержанье стало В наручниках выводят Пабло Эскабара И вот три дня спустя во время эксперимента следствия Наркобарон застрелен при попытки к бегству Три девятки пакет с кокаином Горные массивы трассы серпантином Звезды под снегом, Мастера картина Пабло Эскабар держит крышу мира Три девятки пакет с кокаином Горные массивы трассы серпантином Звезды под снегом, Мастера картина Эскабар в руках держит крышу мира"
